Color: 13.0126, Freq: 116.4898
Inst: 16.4150, Avg: 12.4222, Freq: 122.9468
Inst: 16.4026, Avg: 13.6681, Freq: 121.5811
Inst: 16.4569, Avg: 13.6672, Freq: 122.1934
Inst: 16.3710, Avg: 14.9047, Freq: 122.0480
Inst: 3.8401, Avg: 13.6619, Freq: 79.1201
Inst: 16.3595, Avg: 13.6676, Freq: 122.4571
Inst: 16.3404, Avg: 13.6676, Freq: 123.5207
Inst: 1.4090, Avg: 12.1606, Freq: 78.6118
Inst: 18.1564, Avg: 13.8154, Freq: 121.4539
Inst: 16.5143, Avg: 13.8265, Freq: 121.5317
Inst: 16.8567, Avg: 13.8707, Freq: 122.7898
Inst: 1.4953, Avg: 12.3800, Freq: 80.3652
Inst: 16.9736, Avg: 12.4316, Freq: 123.6562
Inst: 17.0143, Avg: 12.4960, Freq: 123.9818
Inst: 4.2247, Avg: 12.5344, Freq: 84.1064
Inst: 17.2870, Avg: 12.6272, Freq: 125.3388
Inst: 4.2099, Avg: 11.4141, Freq: 81.7624
Inst: 4.0272, Avg: 11.6759, Freq: 76.1812
Inst: 17.3824, Avg: 11.5985, Freq: 124.8341
Inst: 4.2156, Avg: 10.3687, Freq: 81.7042
Inst: 17.0142, Avg: 10.3844, Freq: 122.4014
Inst: 4.1312, Avg: 10.6480, Freq: 78.6268
Inst: 16.5724, Avg: 10.6079, Freq: 121.8441
Inst: 4.0557, Avg: 9.3120, Freq: 76.8349
Inst: 16.8945, Avg: 10.5790, Freq: 123.6993
Inst: 4.1897, Avg: 9.2693, Freq: 85.4225
Inst: 16.8492, Avg: 10.5332, Freq: 122.6966
Inst: 4.1808, Avg: 10.5486, Freq: 83.9711
Inst: 16.8561, Avg: 10.4959, Freq: 122.5002
Inst: 1.4760, Avg: 10.2220, Freq: 78.4026
Inst: 22.9385, Avg: 10.8144, Freq: 126.4419
Inst: 4.1602, Avg: 10.8173, Freq: 82.2132
Inst: 17.0163, Avg: 10.8617, Freq: 124.6323
Inst: 1.6417, Avg: 10.6203, Freq: 78.5332
Inst: 17.1441, Avg: 10.6452, Freq: 126.3666
Inst: 24.6489, Avg: 12.6912, Freq: 83.3423
Inst: 4.1724, Avg: 11.4235, Freq: 82.5168
Inst: 17.0399, Avg: 12.7094, Freq: 123.5671
Inst: 4.1343, Avg: 11.4372, Freq: 82.9537
Inst: 17.0392, Avg: 12.9935, Freq: 123.7469
Inst: 1.6601, Avg: 10.8657, Freq: 87.6812
Inst: 26.1439, Avg: 13.0641, Freq: 127.1906
Inst: 3.9684, Avg: 11.7593, Freq: 77.8926
Inst: 17.1964, Avg: 13.3147, Freq: 125.8992
Inst: 24.5869, Avg: 14.0590, Freq: 87.2389
Inst: 17.1118, Avg: 13.3053, Freq: 126.4255
Inst: 17.0702, Avg: 14.5951, Freq: 125.5370
Inst: 17.1778, Avg: 14.6089, Freq: 124.6103
Inst: 17.0119, Avg: 15.8967, Freq: 121.0565
Inst: 4.0658, Avg: 14.5993, Freq: 84.4348
Inst: 17.0287, Avg: 16.1362, Freq: 120.9365
Inst: 4.0923, Avg: 13.9310, Freq: 82.6334
Inst: 16.5358, Avg: 15.1878, Freq: 116.6321
Inst: 4.1016, Avg: 13.8783, Freq: 82.9743
Inst: 17.1101, Avg: 13.1306, Freq: 117.0542
Inst: 4.0454, Avg: 11.8240, Freq: 82.5036
Inst: 17.5337, Avg: 11.8703, Freq: 120.1681
Inst: 4.0107, Avg: 10.5536, Freq: 81.6683
Inst: 17.5451, Avg: 10.6069, Freq: 120.6186
Inst: 17.6377, Avg: 11.9641, Freq: 119.8621
Inst: 17.4832, Avg: 12.0096, Freq: 121.9387
Inst: 17.5693, Avg: 13.3573, Freq: 123.6187
Inst: 17.1920, Avg: 13.4229, Freq: 119.8538
Inst: 3.7124, Avg: 13.3840, Freq: 78.5393
Inst: 17.4180, Avg: 13.4148, Freq: 119.1697
